canonical_name,count,size_bytes,size_kb,lastwritetime,sample_path_1,sample_path_2,sample_path_3
GenerateFeatures (1) - Copy.ex5,2,89306,87.21,2025-08-21 05:45:48,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (1) - Copy.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (1) - Copy.ex5,
FXJEFE_7.31 (2).mq5,2,85138,83.14,2025-11-21 07:51:36,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_7.31 (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_7.31 (2).mq5,
FXJEFE_7.31 (5).mq5,2,85136,83.14,2025-11-21 06:45:18,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_7.31 (5).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_7.31 (5).mq5,
FXJEFE_ALGO_AI.mq5,2,84471,82.49,2026-04-11 08:21:12,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI.mq5,
FXJEFE_ALGO_AIOG (4).mq5,2,84471,82.49,2026-04-11 07:53:36,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AIOG (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AIOG (4).mq5,
FXJEFE_ALGO_AIOG.mq5,2,84471,82.49,2026-04-11 08:21:12,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AIOG.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AIOG.mq5,
FXJEFE_ALGO_AIOG (5).mq5,2,84470,82.49,2026-04-22 11:46:58,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AIOG (5).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AIOG (5).mq5,
FXJEFE_ALGO_AI_VANTAGE2.mq5,2,81963,80.04,2026-03-26 08:38:36,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI_VANTAGE2.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI_VANTAGE2.mq5,
AMENPO3.ex5,2,81714,79.8,2025-12-13 19:19:08,C:\Users\localonly\Documents\FXJEFE_Project\AMENPO3.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AMENPO3.ex5,
FXJEFE_ALGO_AI_VANTAGE.mq5,2,80927,79.03,2026-04-11 08:22:01,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI_VANTAGE.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI_VANTAGE.mq5,
FXJEFE_ALGO_AI (1).mq5,2,80403,78.52,2026-04-11 08:22:02,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI (1).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI (1).mq5,
GenerateFeatures (11).ex5,2,79086,77.23,2025-06-29 08:41:52,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (11).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (11).ex5,
lightgbm_model.onnx,2,78655,76.81,2026-03-19 03:23:16,C:\Users\localonly\Documents\FXJEFE_Project\lightgbm_model.onnx,C:\Users\localonly\Documents\FXJEFE_Project\models\lightgbm_model.onnx,
GenerateFeatures (6).mq5,2,77794,75.97,2025-09-02 23:51:34,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (6).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (6).mq5,
GenerateFeatures (19).mq5,2,77788,75.96,2025-08-02 06:15:53,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (19).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (19).mq5,
GenerateFeatures (14).mq5,2,77788,75.96,2025-08-02 06:15:54,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (14).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (14).mq5,
FXJEFE_ALGO_Amen.mq5,2,77692,75.87,2026-04-11 08:22:02,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_Amen.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_Amen.mq5,
FXJEFE_ALGO_AI (2).mq5,2,77692,75.87,2026-03-14 04:03:18,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI (2).mq5,
AmenGenerate.mq5,2,76270,74.48,2025-12-13 19:25:38,C:\Users\localonly\Documents\FXJEFE_Project\AmenGenerate.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AmenGenerate.mq5,
PredictFunker.mq5,2,76098,74.31,2025-08-01 18:02:12,C:\Users\localonly\Documents\FXJEFE_Project\PredictFunker.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictFunker.mq5,
PredictFunker (5).mq5,2,76098,74.31,2025-08-01 18:02:12,C:\Users\localonly\Documents\FXJEFE_Project\PredictFunker (5).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictFunker (5).mq5,
PredictFunker (2).mq5,2,76098,74.31,2025-08-01 18:02:12,C:\Users\localonly\Documents\FXJEFE_Project\PredictFunker (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictFunker (2).mq5,
PredictFunker (4).mq5,2,75966,74.19,2025-11-21 02:07:16,C:\Users\localonly\Documents\FXJEFE_Project\PredictFunker (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictFunker (4).mq5,
PredictFunker (3).mq5,2,75966,74.19,2025-11-21 02:07:16,C:\Users\localonly\Documents\FXJEFE_Project\PredictFunker (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictFunker (3).mq5,
Predict (9).mq5,2,75486,73.72,2025-08-02 06:16:08,C:\Users\localonly\Documents\FXJEFE_Project\Predict (9).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (9).mq5,
Predict (7).mq5,2,75486,73.72,2025-08-02 06:16:08,C:\Users\localonly\Documents\FXJEFE_Project\Predict (7).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (7).mq5,
Predict (11).mq5,2,75486,73.72,2025-08-02 06:16:08,C:\Users\localonly\Documents\FXJEFE_Project\Predict (11).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (11).mq5,
Predict (5).mq5,2,75486,73.72,2025-09-03 08:08:52,C:\Users\localonly\Documents\FXJEFE_Project\Predict (5).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (5).mq5,
RedBlackTree.mqh,2,74814,73.06,2025-08-20 10:15:24,C:\Users\localonly\Documents\FXJEFE_Project\RedBlackTree.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\RedBlackTree.mqh,
FXJEFE_ALGO_AI_VANTAGE (2).mq5,2,74491,72.75,2026-03-24 02:28:00,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI_VANTAGE (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI_VANTAGE (2).mq5,
FXJEFE_ALGO_AIFUNKER.mq5,2,74482,72.74,2026-03-24 04:22:08,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AIFUNKER.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AIFUNKER.mq5,
Predict 1.mq5,2,74098,72.36,2025-07-10 01:59:16,C:\Users\localonly\Documents\FXJEFE_Project\Predict 1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict 1.mq5,
Predict2026.mq5,2,73842,72.11,2026-03-12 00:33:23,C:\Users\localonly\Documents\FXJEFE_Project\Predict2026.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict2026.mq5,
Trend (2).mqh,2,73766,72.04,2025-06-26 02:15:56,C:\Users\localonly\Documents\FXJEFE_Project\Trend (2).mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Trend (2).mqh,
Trend.mqh,2,73766,72.04,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\Trend.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Trend.mqh,
Predict (8).mq5,2,73760,72.03,2025-11-23 00:44:32,C:\Users\localonly\Documents\FXJEFE_Project\Predict (8).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (8).mq5,
Predict (6).mq5,2,73760,72.03,2025-11-20 06:50:46,C:\Users\localonly\Documents\FXJEFE_Project\Predict (6).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (6).mq5,
Predict (10).mq5,2,73760,72.03,2025-11-23 00:44:32,C:\Users\localonly\Documents\FXJEFE_Project\Predict (10).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (10).mq5,
GenerateFeatures (22).ex5,2,73730,72,2025-12-06 03:35:36,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (22).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (22).ex5,
AmenPredict.mq5,2,71336,69.66,2025-12-13 19:25:43,C:\Users\localonly\Documents\FXJEFE_Project\AmenPredict.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AmenPredict.mq5,
FXJEFE_7.31 (3).mq5,2,71172,69.5,2025-11-22 22:11:17,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_7.31 (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_7.31 (3).mq5,
FXJEFE_7.31 (4).mq5,2,71172,69.5,2025-11-22 22:11:17,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_7.31 (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_7.31 (4).mq5,
Trade (2).mqh,2,69473,67.84,2025-06-26 02:15:54,C:\Users\localonly\Documents\FXJEFE_Project\Trade (2).mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Trade (2).mqh,
Trade.mqh,2,69473,67.84,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\Trade.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Trade.mqh,
Predicts (2).ex5,2,67676,66.09,2025-06-29 10:06:28,C:\Users\localonly\Documents\FXJEFE_Project\Predicts (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predicts (2).ex5,
Predicts.ex5,2,67676,66.09,2026-04-11 08:22:19,C:\Users\localonly\Documents\FXJEFE_Project\Predicts.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predicts.ex5,
c.mq5,2,66140,64.59,2025-06-23 22:56:52,C:\Users\localonly\Documents\FXJEFE_Project\c.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\c.mq5,
Quantum Algo AI (4).mq5,2,64156,62.65,2025-06-23 22:57:10,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (4).mq5,
Quantum Algo AI (13).mq5,2,64156,62.65,2025-06-23 22:57:10,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (13).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (13).mq5,
Quantum Algo AI (6).mq5,2,64156,62.65,2025-06-23 22:57:10,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (6).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (6).mq5,
QuantumAlgoLocalLarry (4).mq5,2,63254,61.77,2025-11-21 03:40:56,C:\Users\localonly\Documents\FXJEFE_Project\QuantumAlgoLocalLarry (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\QuantumAlgoLocalLarry (4).mq5,
QuantumAlgoLocalLarry (2).mq5,2,63254,61.77,2025-11-21 03:41:04,C:\Users\localonly\Documents\FXJEFE_Project\QuantumAlgoLocalLarry (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\QuantumAlgoLocalLarry (2).mq5,
Predict (10).ex5,2,59522,58.13,2025-08-02 02:46:20,C:\Users\localonly\Documents\FXJEFE_Project\Predict (10).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (10).ex5,
Predict (13).ex5,2,58778,57.4,2025-08-02 02:47:22,C:\Users\localonly\Documents\FXJEFE_Project\Predict (13).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (13).ex5,
Predict (9).ex5,2,58778,57.4,2025-08-02 02:47:22,C:\Users\localonly\Documents\FXJEFE_Project\Predict (9).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (9).ex5,
GenerateFeatures (1).ex5,2,58698,57.32,2025-06-26 01:38:20,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (1).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (1).ex5,
GenerateFeatures (18).ex5,2,58698,57.32,2025-11-11 18:11:58,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (18).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (18).ex5,
GenerateFeatures (9).ex5,2,58698,57.32,2025-11-11 18:11:58,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (9).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (9).ex5,
GenerateFeatures (17).ex5,2,58698,57.32,2025-09-02 23:03:42,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (17).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (17).ex5,
GenerateFeatures333.ex5,2,58680,57.3,2026-04-22 12:18:50,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures333.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures333.ex5,
GenerateFeatures (4).ex5,2,56030,54.72,2026-03-12 00:38:32,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (4).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (4).ex5,
GenerateFeatures (2).ex5,2,56030,54.72,2026-04-11 08:22:11,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (2).ex5,
FXJEFEFefs.mqh,2,55768,54.46,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFEFefs.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFEFefs.mqh,
tedsty.mq5,2,55566,54.26,2025-06-23 22:56:52,C:\Users\localonly\Documents\FXJEFE_Project\tedsty.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\tedsty.mq5,
GenerateFeatures (7).ex5,2,55344,54.05,2025-09-02 23:51:26,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (7).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (7).ex5,
AmenGenerate.ex5,2,55106,53.81,2025-12-13 19:25:08,C:\Users\localonly\Documents\FXJEFE_Project\AmenGenerate.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AmenGenerate.ex5,
GenerateFeatures (20).ex5,2,54746,53.46,2025-08-02 06:40:50,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (20).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (20).ex5,
AmenPredict.ex5,2,54704,53.42,2025-12-31 05:17:32,C:\Users\localonly\Documents\FXJEFE_Project\AmenPredict.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AmenPredict.ex5,
OG777-2025.mq5,2,54558,53.28,2026-04-21 09:11:32,C:\Users\localonly\Documents\FXJEFE_Project\OG777-2025.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\OG777-2025.mq5,
Quantum Algo AI (14).mq5,2,53369,52.12,2025-11-28 01:59:32,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (14).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (14).mq5,
Quantum Algo AI (20).mq5,2,53333,52.08,2025-12-05 21:20:56,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (20).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (20).mq5,
Quantum Algo AI (18).mq5,2,53332,52.08,2025-12-05 21:21:46,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (18).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (18).mq5,
Quantum Algo AI (22).mq5,2,53332,52.08,2025-12-05 21:21:46,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (22).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (22).mq5,
Quantum Algo AI.mq5,2,53323,52.07,2026-04-11 08:22:17,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI.mq5,
Quantum Algo AIusb (2).mq5,2,53321,52.07,2025-11-23 03:04:52,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AIusb (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AIusb (2).mq5,
FXJEFE_LOCAL_EA.mq5,2,53321,52.07,2025-11-16 04:40:18,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_LOCAL_EA.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_LOCAL_EA.mq5,
Quantum Algo AI (16).mq5,2,53321,52.07,2025-06-25 00:54:06,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (16).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (16).mq5,
Quantum Algo AI (7).mq5,2,53321,52.07,2025-06-22 16:49:26,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (7).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (7).mq5,
Quantum Algo AI (2).mq5,2,53321,52.07,2025-06-25 00:54:06,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (2).mq5,
Quantum Algo AI (12).mq5,2,53321,52.07,2025-06-25 00:54:06,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (12).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (12).mq5,
Quantum Algo AIusb.mq5,2,53321,52.07,2025-11-23 03:05:04,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AIusb.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AIusb.mq5,
Quantum Algo AI (3).mq5,2,53321,52.07,2025-06-24 23:54:06,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (3).mq5,
Quantum Algo AI (5).mq5,2,53321,52.07,2025-06-22 15:54:38,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (5).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (5).mq5,
Quantum Algo AI (9).mq5,2,53306,52.06,2025-11-20 07:46:00,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (9).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (9).mq5,
Quantum Algo AI (17).mq5,2,53306,52.06,2025-11-20 07:46:00,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (17).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (17).mq5,
Quantum Algo AI (10).mq5,2,53287,52.04,2025-11-18 04:08:54,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (10).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (10).mq5,
Quantum Algo AI (24).mq5,2,53287,52.04,2025-11-18 04:08:54,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (24).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (24).mq5,
Quantum Algo AI (15).mq5,2,53287,52.04,2025-11-18 04:08:54,C:\Users\localonly\Documents\FXJEFE_Project\Quantum Algo AI (15).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum Algo AI (15).mq5,
FXJEFE_EA_AI_API_777.ex5,2,53130,51.88,2025-08-02 06:23:56,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_777.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_777.ex5,
FXJEFE_EA_AI_API_777 (2).ex5,2,53130,51.88,2025-08-02 06:23:56,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_777 (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_777 (2).ex5,
FXJEFE_EA_AI_API_5.1 (3).ex5,2,52794,51.56,2025-08-02 02:39:40,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_5.1 (3).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_5.1 (3).ex5,
FXJEFE_EA_AI_API_5.1.ex5,2,52794,51.56,2025-08-02 02:39:40,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_5.1.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_5.1.ex5,
FXJEFE_EA_AI_API_5.1 (2).ex5,2,52794,51.56,2025-08-02 02:39:40,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_5.1 (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_5.1 (2).ex5,
FXJEFE_EA_AI_API_777 (3).ex5,2,52530,51.3,2025-11-26 21:59:32,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_777 (3).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_777 (3).ex5,
FXJEFE_ALGO_AI (5).mq5,2,52354,51.13,2025-04-22 20:12:14,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI (5).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI (5).mq5,
FXJEFE_ALGO_AI (3).mq5,2,52354,51.13,2025-04-22 17:29:14,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI (3).mq5,
FXJEFE_ALGO_AInew.mq5,2,51267,50.07,2025-11-23 00:45:42,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AInew.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AInew.mq5,
FXJEFE_ALGO_AI (4).mq5,2,51262,50.06,2025-11-29 05:51:36,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI (4).mq5,
FXJEFE_ALGO_AI (7).mq5,2,51262,50.06,2025-11-29 05:51:36,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI (7).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI (7).mq5,
FXJEFE_ALGO_AI (6).mq5,2,51262,50.06,2025-11-29 05:51:36,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_AI (6).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_AI (6).mq5,
testy.mq5,2,51045,49.85,2025-06-26 00:22:48,C:\Users\localonly\Documents\FXJEFE_Project\testy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\testy.mq5,
PredictOGG.ex5,2,50970,49.78,2026-04-11 12:09:36,C:\Users\localonly\Documents\FXJEFE_Project\PredictOGG.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictOGG.ex5,
ArrayList.mqh,2,50384,49.2,2025-08-20 10:15:24,C:\Users\localonly\Documents\FXJEFE_Project\ArrayList.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\ArrayList.mqh,
GenerateFeatures (23).ex5,2,50162,48.99,2025-11-28 20:44:20,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (23).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (23).ex5,
GenerateFeatures (21).ex5,2,49748,48.58,2025-11-29 03:49:10,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (21).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (21).ex5,
GenerateFeatures (19).ex5,2,49680,48.52,2025-06-22 16:49:24,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (19).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (19).ex5,
GenerateFeatures (8).ex5,2,49680,48.52,2025-06-22 16:49:24,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (8).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (8).ex5,
GenerateFeatures (13).ex5,2,49680,48.52,2025-06-25 00:53:56,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (13).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (13).ex5,
GenerateFeatures (14).ex5,2,49680,48.52,2025-06-25 00:53:56,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (14).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (14).ex5,
GenerateFeatures (6).ex5,2,49568,48.41,2025-08-23 22:23:22,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (6).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (6).ex5,
GenerateFeatures (5).ex5,2,49438,48.28,2025-12-06 00:18:22,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (5).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (5).ex5,
GenerateFeatures.ex5,2,49438,48.28,2026-04-11 08:22:17,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures.ex5,
Predict34.ex5,2,48130,47,2026-04-22 12:03:28,C:\Users\localonly\Documents\FXJEFE_Project\Predict34.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict34.ex5,
Predict (11).ex5,2,47554,46.44,2025-11-23 00:44:26,C:\Users\localonly\Documents\FXJEFE_Project\Predict (11).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (11).ex5,
