canonical_name,count,size_bytes,size_kb,lastwritetime,sample_path_1,sample_path_2,sample_path_3
Predict3334.ex5,2,47522,46.41,2026-04-22 12:09:16,C:\Users\localonly\Documents\FXJEFE_Project\Predict3334.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict3334.ex5,
PredictOG.mq5,2,44414,43.37,2026-04-11 08:21:12,C:\Users\localonly\Documents\FXJEFE_Project\PredictOG.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictOG.mq5,
full_pipeline.py,2,43803,42.78,2026-04-11 08:22:02,C:\Users\localonly\Documents\FXJEFE_Project\full_pipeline.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\full_pipeline.py,
Predict (4).ex5,2,43436,42.42,2026-04-11 08:07:36,C:\Users\localonly\Documents\FXJEFE_Project\Predict (4).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (4).ex5,
PredictOG.ex5,2,43192,42.18,2026-04-11 10:42:30,C:\Users\localonly\Documents\FXJEFE_Project\PredictOG.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictOG.ex5,
Predict.ex5,2,43032,42.02,2026-04-11 08:21:12,C:\Users\localonly\Documents\FXJEFE_Project\Predict.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict.ex5,
FXJEFE_7.31.mq5,2,42214,41.22,2025-11-21 01:37:30,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_7.31.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_7.31.mq5,
FXJEFE_EA_AI_API_5.1 (4).mq5,2,41012,40.05,2025-08-02 02:39:40,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_5.1 (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_5.1 (4).mq5,
FXJEFE_EA_AI_API_5.1.mq5,2,41012,40.05,2025-08-02 02:39:40,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_5.1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_5.1.mq5,
Predict (5).ex5,2,40014,39.08,2025-06-24 23:54:06,C:\Users\localonly\Documents\FXJEFE_Project\Predict (5).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (5).ex5,
Predict (8).ex5,2,40014,39.08,2025-06-22 16:49:26,C:\Users\localonly\Documents\FXJEFE_Project\Predict (8).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (8).ex5,
Predict (6).ex5,2,40014,39.08,2025-06-24 23:54:06,C:\Users\localonly\Documents\FXJEFE_Project\Predict (6).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (6).ex5,
Predict (2).ex5,2,40014,39.08,2025-06-25 00:54:06,C:\Users\localonly\Documents\FXJEFE_Project\Predict (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (2).ex5,
FXJEFE_EA_AI_API_777 (2).mq5,2,39404,38.48,2025-08-02 06:23:54,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_777 (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_777 (2).mq5,
FXJEFE_EA_AI_API_777.mq5,2,39404,38.48,2025-08-02 06:23:54,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_777.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_777.mq5,
vwap (1).ex5,2,38166,37.27,2025-08-21 05:45:56,C:\Users\localonly\Documents\FXJEFE_Project\vwap (1).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\vwap (1).ex5,
quantum_algo_ai_trading_ea.mq5,2,37504,36.62,2025-07-13 21:12:08,C:\Users\localonly\Documents\FXJEFE_Project\quantum_algo_ai_trading_ea.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\quantum_algo_ai_trading_ea.mq5,
vwap - Copy.ex5,2,37380,36.5,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\vwap - Copy.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\vwap - Copy.ex5,
VWAP (5).ex5,2,37154,36.28,2025-11-12 02:00:58,C:\Users\localonly\Documents\FXJEFE_Project\VWAP (5).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\VWAP (5).ex5,
HashSet.mqh,2,37086,36.22,2025-08-20 10:15:24,C:\Users\localonly\Documents\FXJEFE_Project\HashSet.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\HashSet.mqh,
FXJEFE_EA_AI_API_5.1 (3).mq5,2,35002,34.18,2025-11-21 11:14:08,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_EA_AI_API_5.1 (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_EA_AI_API_5.1 (3).mq5,
fxjefe_algo_ea 1.mq5,2,34614,33.8,2025-07-13 20:59:22,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 1.mq5,
fxjefe_algo_ea 33.mq5,2,34614,33.8,2025-07-13 21:11:52,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 33.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 33.mq5,
fxjefe_algo_ea 3.mq5,2,34614,33.8,2025-07-13 20:59:38,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 3.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 3.mq5,
fxjefe_algo_ea 26.mq5,2,33410,32.63,2025-07-13 21:07:42,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 26.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 26.mq5,
fxjefe_algo_ea 34.mq5,2,33410,32.63,2025-07-13 21:32:28,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 34.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 34.mq5,
fxjefe_algo_ea 19.mq5,2,33410,32.63,2025-07-13 21:01:16,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 19.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 19.mq5,
prediction_ea 1.mq5,2,32920,32.15,2025-07-13 21:32:40,C:\Users\localonly\Documents\FXJEFE_Project\prediction_ea 1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\prediction_ea 1.mq5,
prediction_ea.mq5,2,32920,32.15,2025-07-13 21:01:52,C:\Users\localonly\Documents\FXJEFE_Project\prediction_ea.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\prediction_ea.mq5,
q.mq5,2,32077,31.33,2025-06-23 22:56:56,C:\Users\localonly\Documents\FXJEFE_Project\q.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\q.mq5,
FXJEFE_ALGO_EA 2.mq5,2,31301,30.57,2025-07-13 20:59:32,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_EA 2.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_EA 2.mq5,
FXJEFE_ALGO_EA 5.mq5,2,31301,30.57,2025-07-13 20:59:48,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_EA 5.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_EA 5.mq5,
FXJEFE_ALGO_EA 4.mq5,2,31301,30.57,2025-07-13 20:59:44,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_EA 4.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_EA 4.mq5,
FXJEFE_ALGO_EA 35.mq5,2,31301,30.57,2025-07-13 21:32:48,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_EA 35.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_EA 35.mq5,
quantum_algo_prediction_helper 2.mq5,2,31174,30.44,2025-07-13 21:38:14,C:\Users\localonly\Documents\FXJEFE_Project\quantum_algo_prediction_helper 2.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\quantum_algo_prediction_helper 2.mq5,
quantum_algo_prediction_helper.mq5,2,31174,30.44,2025-07-13 21:01:46,C:\Users\localonly\Documents\FXJEFE_Project\quantum_algo_prediction_helper.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\quantum_algo_prediction_helper.mq5,
prediction_helper_script.mq5,2,31157,30.43,2025-07-13 21:01:38,C:\Users\localonly\Documents\FXJEFE_Project\prediction_helper_script.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\prediction_helper_script.mq5,
quantum_algo_prediction_helper 1.mq5,2,30999,30.27,2025-07-13 21:22:08,C:\Users\localonly\Documents\FXJEFE_Project\quantum_algo_prediction_helper 1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\quantum_algo_prediction_helper 1.mq5,
GenerateFeatures (1).mq5,2,30615,29.9,2025-06-22 22:12:36,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (1).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (1).mq5,
GenerateFeatures (1) - Copy.mq5,2,30615,29.9,2025-06-22 22:12:36,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (1) - Copy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (1) - Copy.mq5,
GenerateFeatures (3).mq5,2,30615,29.9,2025-06-22 22:10:12,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (3).mq5,
GenerateFeatures - Copy.mq5,2,30615,29.9,2025-06-22 22:10:12,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures - Copy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures - Copy.mq5,
GenerateFeatures (11).mq5,2,30615,29.9,2025-06-22 21:10:12,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (11).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (11).mq5,
GenerateFeatures (12).mq5,2,30551,29.83,2025-06-29 16:22:12,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (12).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (12).mq5,
GenerateFeatures (17).mq5,2,30551,29.83,2025-06-29 16:22:12,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (17).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (17).mq5,
GenerateFeatures (8).mq5,2,30551,29.83,2025-06-29 16:22:12,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (8).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (8).mq5,
prediction_helper_script 1.mq5,2,29999,29.3,2025-07-13 21:02:14,C:\Users\localonly\Documents\FXJEFE_Project\prediction_helper_script 1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\prediction_helper_script 1.mq5,
Queue.mqh,2,29814,29.12,2025-08-20 10:15:24,C:\Users\localonly\Documents\FXJEFE_Project\Queue.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Queue.mqh,
fxjefe_algo_ea 21.mq5,2,29183,28.5,2025-07-13 21:03:00,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 21.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 21.mq5,
fxjefe_algo_ea 32.mq5,2,29183,28.5,2025-07-13 21:11:46,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 32.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 32.mq5,
fxjefe_algo_ea 7.mq5,2,29183,28.5,2025-07-13 20:59:58,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 7.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 7.mq5,
GenerateFeatures (3).ex5,2,29148,28.46,2026-04-11 08:22:09,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (3).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (3).ex5,
Quantu_Algo_AI_EA (5).mq5,2,29132,28.45,2025-06-25 23:04:30,C:\Users\localonly\Documents\FXJEFE_Project\Quantu_Algo_AI_EA (5).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantu_Algo_AI_EA (5).mq5,
Quantu_Algo_AI_EA (4).mq5,2,29132,28.45,2025-06-25 23:04:30,C:\Users\localonly\Documents\FXJEFE_Project\Quantu_Algo_AI_EA (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantu_Algo_AI_EA (4).mq5,
Quantu_Algo_AI_EA (2).mq5,2,29132,28.45,2025-08-21 08:20:04,C:\Users\localonly\Documents\FXJEFE_Project\Quantu_Algo_AI_EA (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantu_Algo_AI_EA (2).mq5,
Quantu_Algo_AI_EA 1.mq5,2,29132,28.45,2025-07-13 17:36:22,C:\Users\localonly\Documents\FXJEFE_Project\Quantu_Algo_AI_EA 1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantu_Algo_AI_EA 1.mq5,
Quantu_Algo_AI_EA (3).mq5,2,29132,28.45,2025-08-24 00:59:00,C:\Users\localonly\Documents\FXJEFE_Project\Quantu_Algo_AI_EA (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantu_Algo_AI_EA (3).mq5,
json.mqh,2,29073,28.39,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\json.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\json.mqh,
FXJEFE_ALGO_EA 8.mq5,2,28673,28,2025-07-13 21:00:02,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_EA 8.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_EA 8.mq5,
FXJEFE_ALGO_EA 22.mq5,2,28673,28,2025-07-13 21:03:02,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_EA 22.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_EA 22.mq5,
FXJEFE_ALGO_EA 14.mq5,2,28673,28,2025-07-13 21:00:42,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_EA 14.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_EA 14.mq5,
fxjefe_algo_ea 9.mq5,2,28639,27.97,2025-07-13 21:00:06,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 9.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 9.mq5,
fxjefe_algo_ea 30.mq5,2,28639,27.97,2025-07-13 21:11:40,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 30.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 30.mq5,
GenerateFeatures333.mq5,2,28163,27.5,2026-04-22 10:17:12,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures333.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures333.mq5,
GenerateFeatures (21).mq5,2,27776,27.12,2025-11-28 20:44:32,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (21).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (21).mq5,
fxjefe_algo_ea 6.mq5,2,27764,27.11,2025-07-13 20:59:54,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 6.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 6.mq5,
fxjefe_algo_ea 20.mq5,2,27764,27.11,2025-07-13 21:02:56,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 20.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 20.mq5,
fxjefe_algo_ea 12.mq5,2,27764,27.11,2025-07-13 21:00:34,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 12.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 12.mq5,
GenerateFeatures (20).mq5,2,27730,27.08,2025-11-29 03:49:18,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (20).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (20).mq5,
GenerateFeatures (15).mq5,2,27730,27.08,2025-11-29 03:49:18,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (15).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (15).mq5,
GenerateFeatures.mq5,2,27125,26.49,2026-04-11 08:22:07,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures.mq5,
GenerateFeatures (7).mq5,2,27002,26.37,2025-06-22 16:49:24,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (7).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (7).mq5,
GenerateFeatures (9).mq5,2,27002,26.37,2025-06-25 00:53:56,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (9).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (9).mq5,
GenerateFeatures (18).mq5,2,27002,26.37,2025-06-22 16:49:24,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (18).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (18).mq5,
GenerateFeatures (2).mq5,2,27002,26.37,2025-06-25 00:53:56,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (2).mq5,
GenerateFeatures (13).mq5,2,27002,26.37,2025-06-22 16:49:24,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (13).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (13).mq5,
GenerateFeatures (5).mq5,2,27002,26.37,2026-04-11 08:22:11,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (5).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (5).mq5,
pywin32_postinstall.py,2,26756,26.13,2025-12-18 03:00:20,C:\Users\localonly\Documents\FXJEFE_Project\pywin32_postinstall.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\pywin32_postinstall.py,
Predicts.mq5,2,26166,25.55,2025-06-29 16:12:24,C:\Users\localonly\Documents\FXJEFE_Project\Predicts.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predicts.mq5,
TestAPIConnections.mq5,2,26108,25.5,2025-06-23 22:56:40,C:\Users\localonly\Documents\FXJEFE_Project\TestAPIConnections.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\TestAPIConnections.mq5,
vwap (6).ex5,2,25980,25.37,2025-06-22 16:49:24,C:\Users\localonly\Documents\FXJEFE_Project\vwap (6).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\vwap (6).ex5,
vwap (4).ex5,2,25980,25.37,2025-06-25 00:53:54,C:\Users\localonly\Documents\FXJEFE_Project\vwap (4).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\vwap (4).ex5,
vwap.ex5,2,25980,25.37,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\vwap.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\vwap.ex5,
vwap (3).ex5,2,25980,25.37,2025-06-24 23:53:54,C:\Users\localonly\Documents\FXJEFE_Project\vwap (3).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\vwap (3).ex5,
vwap (2).ex5,2,25980,25.37,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\vwap (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\vwap (2).ex5,
vwap (7).ex5,2,25980,25.37,2025-06-25 00:53:54,C:\Users\localonly\Documents\FXJEFE_Project\vwap (7).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\vwap (7).ex5,
Predict (3).ex5,2,25852,25.25,2026-04-11 08:22:10,C:\Users\localonly\Documents\FXJEFE_Project\Predict (3).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (3).ex5,
FXJEFE_ALGO_EA.mq5,2,25778,25.17,2025-07-13 20:59:20,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_ALGO_EA.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_ALGO_EA.mq5,
HashMap.mqh,2,25714,25.11,2025-08-20 10:15:24,C:\Users\localonly\Documents\FXJEFE_Project\HashMap.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\HashMap.mqh,
SortedSet.mqh,2,25573,24.97,2025-08-20 10:15:24,C:\Users\localonly\Documents\FXJEFE_Project\SortedSet.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\SortedSet.mqh,
ArrayFloat.mqh,2,25455,24.86,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\ArrayFloat.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\ArrayFloat.mqh,
ArrayDouble.mqh,2,25433,24.84,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\ArrayDouble.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\ArrayDouble.mqh,
ArrayObj.mqh,2,25319,24.73,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\ArrayObj.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\ArrayObj.mqh,
ArrayLong.mqh,2,24848,24.27,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\ArrayLong.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\ArrayLong.mqh,
ArrayInt.mqh,2,24776,24.2,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\ArrayInt.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\ArrayInt.mqh,
fxjefe_algo_ea 10.mq5,2,24635,24.06,2025-07-13 21:00:10,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 10.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 10.mq5,
fxjefe_algo_ea 24.mq5,2,24635,24.06,2025-07-13 21:03:06,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 24.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 24.mq5,
fxjefe_algo_ea 29.mq5,2,24635,24.06,2025-07-13 21:11:36,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 29.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 29.mq5,
fxjefe_algo_ea 16.mq5,2,24635,24.06,2025-07-13 21:00:48,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 16.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 16.mq5,
quantum_algo_ai_ea.mq5,2,24497,23.92,2025-07-13 21:27:50,C:\Users\localonly\Documents\FXJEFE_Project\quantum_algo_ai_ea.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\quantum_algo_ai_ea.mq5,
AI_Bridge_EA_Simple.mq5,2,24384,23.81,2026-02-06 17:41:10,C:\Users\localonly\Documents\FXJEFE_Project\AI_Bridge_EA_Simple.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AI_Bridge_EA_Simple.mq5,
AdvancedTrading.mqh,2,22546,22.02,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\AdvancedTrading.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AdvancedTrading.mqh,
vwap - Copy.mq5,2,22411,21.89,2025-06-22 18:49:44,C:\Users\localonly\Documents\FXJEFE_Project\vwap - Copy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\vwap - Copy.mq5,
TestAPIConnections.ex5,2,22050,21.53,2025-08-21 05:45:54,C:\Users\localonly\Documents\FXJEFE_Project\TestAPIConnections.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\TestAPIConnections.ex5,
LinkedList.mqh,2,21261,20.76,2025-08-20 10:15:24,C:\Users\localonly\Documents\FXJEFE_Project\LinkedList.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\LinkedList.mqh,
ollama (2).mq5,2,20838,20.35,2025-11-26 21:40:22,C:\Users\localonly\Documents\FXJEFE_Project\ollama (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\ollama (2).mq5,
AI_Bridge_EA.mq5,2,20543,20.06,2026-02-06 17:41:10,C:\Users\localonly\Documents\FXJEFE_Project\AI_Bridge_EA.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AI_Bridge_EA.mq5,
Detrended Price Oscillator.ex5,2,19566,19.11,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\Detrended Price Oscillator.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Detrended Price Oscillator.ex5,
fxjefe_algo_ea 27.mq5,2,19488,19.03,2025-07-13 21:11:32,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 27.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 27.mq5,
fxjefe_algo_ea 11.mq5,2,19488,19.03,2025-07-13 21:00:12,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 11.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 11.mq5,
fxjefe_algo_ea 17.mq5,2,19488,19.03,2025-07-13 21:00:50,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 17.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 17.mq5,
fxjefe_algo_ea 25.mq5,2,19488,19.03,2025-07-13 21:03:08,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_algo_ea 25.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\fxjefe_algo_ea 25.mq5,
PredictOGG1.mq5,2,19022,18.58,2026-04-11 08:14:28,C:\Users\localonly\Documents\FXJEFE_Project\PredictOGG1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictOGG1.mq5,
PredictOGG.mq5,2,19022,18.58,2026-04-11 08:21:12,C:\Users\localonly\Documents\FXJEFE_Project\PredictOGG.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictOGG.mq5,
PredictOGG (2).mq5,2,19022,18.58,2026-04-11 08:07:46,C:\Users\localonly\Documents\FXJEFE_Project\PredictOGG (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictOGG (2).mq5,
